# Output of 'KaSim' '-i' 'arabinose.kappa' '-l' '510' '--no-log' -seed 912646491
# "uuid" : "502422583"
"[T]","obs_ADP_cyt","obs_ADP_per","obs_ADP_ex","obs_ATP_cyt","obs_ATP_per","obs_ATP_ex","obs_L_RIBULOSE_cyt","obs_L_RIBULOSE_per","obs_L_RIBULOSE_ex","obs_L_RIBULOSE_5_P_cyt","obs_L_RIBULOSE_5_P_per","obs_L_RIBULOSE_5_P_ex","obs_PROTON_cyt","obs_PROTON_per","obs_PROTON_ex","obs_Pi_cyt","obs_Pi_per","obs_Pi_ex","obs_WATER_cyt","obs_WATER_per","obs_WATER_ex","obs_XYLULOSE_5_PHOSPHATE_cyt","obs_XYLULOSE_5_PHOSPHATE_per","obs_XYLULOSE_5_PHOSPHATE_ex","obs_alpha_L_arabinofuranose_cyt","obs_alpha_L_arabinofuranose_per","obs_alpha_L_arabinofuranose_ex","obs_alpha_L_arabinopyranose_cyt","obs_alpha_L_arabinopyranose_per","obs_alpha_L_arabinopyranose_ex","obs_beta_L_arabinofuranose_cyt","obs_beta_L_arabinofuranose_per","obs_beta_L_arabinofuranose_ex","obs_beta_L_arabinopyranose_cyt","obs_beta_L_arabinopyranose_per","obs_beta_L_arabinopyranose_ex","obs_araA_prot","obs_araB_prot","obs_araC_prot","obs_araD_prot","obs_araE_prot","obs_araF_prot","obs_araG_prot","obs_araH_prot","obs_rnap","obs_ribosome"
470.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
471.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
472.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
473.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,7
474.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
475.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,6
476.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,6
477.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,6
478.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,6
479.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,6
480.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,6
481.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,6
482.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,6
483.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,9,6
484.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,9,5
485.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,8,5
486.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,9,5
487.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,9,5
488.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,4
489.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,4
490.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,4
491.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,4
492.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,35,60,60,60,10,4
493.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,4
494.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
495.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
496.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
497.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
498.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
499.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
500.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
501.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
502.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
503.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,6
504.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,6
505.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
506.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
507.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
508.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
509.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
510.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,5,35,60,60,60,10,5
